,Name,Year,Global_Sales
8029,Nep League DS,2007.0,0.18
8030,Ar tonelico 2: Melody of Metafalica,2007.0,0.18
8031,de Blob 2,2011.0,0.18
8032,Lips: Party Classics,2010.0,0.18
8033,Casper: Friends Around the World,2000.0,0.18
8034,Borderlands,2009.0,0.18
8035,Jurassic Park III: Island Attack,2001.0,0.18
8036,Chaotic: Shadow Warriors,2009.0,0.18
8037,Ghostbusters: The Video Game,2009.0,0.18
8038,GameBoy Wars,1991.0,0.18
8039,Amplitude,2003.0,0.18
8040,Alone in the Dark,2008.0,0.18
8041,Company of Heroes: Anthology,2009.0,0.18
8042,Shape Up,2014.0,0.18
8043,Gauntlet: Seven Sorrows,2005.0,0.18
8044,AirForce Delta Storm,2001.0,0.18
8045,Trauma Team,,0.18
8046,Monopoly Party,2002.0,0.18
8047,Fear Effect 2: Retro Helix,2001.0,0.18
8048,How to Train Your Dragon,2010.0,0.18
8049,Remember Me,2013.0,0.18
8050,International Superstar Soccer 2000 (JP weekly sales),1999.0,0.18
8051,Chocobo no Fushigi Dungeon for WonderSwan,1999.0,0.18
8052,Klonoa: Door to Phantomile,1997.0,0.18
8053,Vietcong: Purple Haze,2004.0,0.18
8054,Hitman: HD Trilogy,2013.0,0.18
8055,Atari Anniversary Advance,2002.0,0.18
8056,Summer Athletics: The Ultimate Challenge,2008.0,0.18
8057,Driver: San Francisco,2011.0,0.18
8058,Metal Gear Ac!d 2,2005.0,0.18
8059,Hatsune Miku and Future Stars: Project Mirai,2012.0,0.18
8060,Let's TAP,2008.0,0.18
8061,X-Men Origins: Wolverine,2009.0,0.18
8062,TalkMan (Japan),2005.0,0.18
8063,Cabela's Adventure Camp,2011.0,0.18
8064,LEGO Marvel's Avengers,2016.0,0.18
8065,Bloody Roar: Primal Fury,2002.0,0.18
8066,Shrek SuperSlam,2005.0,0.18
8067,We Sing UK Hits,2011.0,0.18
8068,Mega Man Soccer,1993.0,0.18
8069,The Chronicles of Narnia: Prince Caspian,2008.0,0.18
8070,ZhuZhu Puppies,2011.0,0.18
8071,Rabbids Party Collection,2010.0,0.18
8072,Trinity Universe,2009.0,0.18
8073,Jewel Match,2010.0,0.18
8074,FIFA Soccer 07,2006.0,0.18
8075,Dungeon Travelers 2: The Royal Library & The Monster Seal,2014.0,0.18
8076,Dying Light,2015.0,0.18
8077,Vampire Savior: The Lord of Vampire,1998.0,0.18
8078,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,2004.0,0.18
8079,Super Robot Taisen UX,2013.0,0.18
8080,Six Flags Fun Park,2008.0,0.18
8081,Test Drive Off-Road Wide Open,2001.0,0.18
8082,Guilty Gear Xrd: Sign,2014.0,0.18
8083,Pro Yaky? Spirits 2011,2011.0,0.18
8084,Ben 10 Ultimate Alien: Cosmic Destruction,2010.0,0.18
8085,Dengeki Bunko Fighting Climax,2014.0,0.18
8086,Battle Commander: Hachibushu Shura no Heihou,1991.0,0.18
8087,Backbreaker,,0.18
8088,Odin Sphere: Leifthrasir,2016.0,0.18
8089,Bad Boys: Miami Takedown,2004.0,0.18
8090,Jampack Vol. 1,1996.0,0.18
8091,Spider-Man: Friend or Foe,2007.0,0.18
8092,Mega Man X: Command Mission,2004.0,0.18
8093,Tokyo Xtreme Racer DRIFT,2003.0,0.18
8094,Moon,1997.0,0.18
8095,FIFA Soccer 11,2010.0,0.18
8096,LEGO Marvel Super Heroes,2013.0,0.18
8097,Cabela's Big Game Hunter 2005 Adventures,2004.0,0.18
8098,Disney Friends,2007.0,0.18
8099,Sesame Street: Elmo's Letter Adventure,1999.0,0.18
8100,Re-Volt,1999.0,0.18
8101,Gokujou Parodius,1994.0,0.18
8102,Hyperdimension Neptunia,2013.0,0.18
8103,Gauntlet: Dark Legacy,2002.0,0.18
8104,A.C.E.: Another Century's Episode 2,2006.0,0.18
8105,Guitar Hero Live,2015.0,0.18
8106,Shadow The Hedgehog,2005.0,0.18
8107,Ridge Racer Unbounded,2012.0,0.18
8108,Burnout Legends,2005.0,0.18
8109,Horrid Henry: Missions of Mischief,2010.0,0.18
8110,Batman: Vengeance,2001.0,0.18
8111,Full Auto 2: Battlelines,2006.0,0.18
8112,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000.0,0.18
8113,The Adventures of Cookie & Cream,2000.0,0.18
8114,Van Helsing,2007.0,0.18
8115,Aliens: Colonial Marines,2013.0,0.18
8116,Splatterhouse,2010.0,0.18
8117,MindJack,2011.0,0.18
8118,Dark Souls II,2014.0,0.18
8119,Daigasso! Band Brothers P,2013.0,0.18
8120,Gun,2005.0,0.18
8121,World of Outlaws: Sprint Cars,2010.0,0.18
8122,Marvel Super Hero Squad: Comic Combat,2011.0,0.18
8123,SingStar Motown,2009.0,0.18
8124,Cabela's Legendary Adventures,2008.0,0.18
8125,F1 Challenge,1994.0,0.18
8126,Transformers: Dark of the Moon,2011.0,0.18
8127,Shadow Madness,1999.0,0.18
8128,Tom Clancy's Ghost Recon: Future Soldier,2012.0,0.18
8129,Tiger Woods PGA Tour 2004,2003.0,0.18
8130,Aliens: Infestation,2011.0,0.18
8131,Brink,2011.0,0.18
8132,The Game of Life / Yahtzee / Payday,2005.0,0.18
8133,American Chopper 2: Full Throttle,2005.0,0.18
8134,Dynasty Warriors: Gundam 3,2010.0,0.18
8135,FIFA 16,2015.0,0.18
8136,Silent Hill 4: The Room,2004.0,0.18
8137,Heavy Fire: Afghanistan,2011.0,0.18
8138,Commandos 2: Men of Courage,2002.0,0.18
8139,Doom (2016),2016.0,0.18
8140,Chuck E. Cheese's Party Games,2010.0,0.18
8141,Pro Evolution Soccer 2013,2012.0,0.18
8142,Pirates: Hunt For Blackbeard's Booty,2008.0,0.18
8143,FIFA Soccer 2002,2001.0,0.18
8144,Godzilla (2015),2014.0,0.18
8145,Race Pro,2009.0,0.18
8146,Atari Anniversary Edition Redux,2000.0,0.18
8147,Toukiden: The Age of Demons,2013.0,0.18
8148,Fireblade,2002.0,0.18
8149,Mercury Meltdown Revolution,2007.0,0.18
8150,Disney's Tarzan Untamed,2001.0,0.18
8151,WordJong Party,2008.0,0.18
8152,Brunswick Circuit Pro Bowling,1998.0,0.18
8153,Cabela's Dangerous Hunts 2009,2008.0,0.18
8154,Velvet Assassin,2009.0,0.18
8155,Ball Breakers,2000.0,0.18
8156,Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005.0,0.18
8157,EyeToy: Groove,2003.0,0.18
8158,Twisted Metal: Small Brawl,,0.18
8159,Disgaea 4: A Promise Unforgotten,2014.0,0.18
8160,Charlie and the Chocolate Factory,2005.0,0.18
8161,Armored Core: Last Raven,2005.0,0.18
8162,Tomb Raider: Underworld,2009.0,0.18
8163,All Grown Up! Express Yourself,2004.0,0.18
8164,College Hoops 2K7,2007.0,0.18
8165,K-1 World Grand Prix,2002.0,0.18
8166,Skate it,2008.0,0.18
8167,Kidou Senshi Gundam: Senjou no Kizuna Portable,2009.0,0.18
8168,Otomedius Excellent,,0.18
8169,Super Robot Taisen A Portable,2008.0,0.18
8170,Juiced,2005.0,0.18
8171,Looney Tunes: Back in Action,2003.0,0.18
8172,Virtua Tennis,2002.0,0.18
8173,Tales of the Tempest,2006.0,0.18
8174,SimCity Creator (JP sales),2008.0,0.18
8175,Biohazard: Revival Selection,2011.0,0.18
8176,Sonic Riders: Zero Gravity,2008.0,0.18
8177,Driver: San Francisco,2011.0,0.18
8178,UFC: Sudden Impact,2004.0,0.18
8179,Shawn Johnson Gymnastics,2010.0,0.18
8180,NBA Hoopz,2001.0,0.18
8181,Captain America: Super Soldier,2011.0,0.18
8182,TRON: Evolution,2010.0,0.18
8183,Pac-Man World 3,2005.0,0.18
8184,ESPN X Games Skateboarding,2001.0,0.18
8185,Nancy Drew: The Hidden Staircase,2008.0,0.18
8186,Brunswick Cosmic Bowling,2010.0,0.18
8187,Star Wars: Battlefront II,2005.0,0.18
8188,Speedball 2100,2000.0,0.18
8189,LEGO Island 2: The Brickster's Revenge,2001.0,0.18
8190,College Hoops 2K8,2007.0,0.18
8191,FIFA 17,2016.0,0.18
8192,Fancy Nancy: Tea Party Time!,2010.0,0.18
8193,Backyard Basketball,2004.0,0.18
8194,Madden NFL 09,2008.0,0.18
8195,Scooby-Doo! Unmasked,2005.0,0.18
8196,Summon Night 4,2006.0,0.18
8197,Pro Yaky? Spirits 5,2008.0,0.18
8198,NHL 2004,2003.0,0.18
8199,Namco Museum: 50th Anniversary,2005.0,0.18
8200,You Don't Know Jack,2011.0,0.18
8201,Marvel Super Hero Squad: The Infinity Gauntlet,2010.0,0.18
8202,NFL 2K2,2002.0,0.18
8203,My French Coach,2007.0,0.18
8204,Camp Rock: The Final Jam,2010.0,0.18
8205,NBA Starting Five,,0.18
8206,Castlevania Judgment,2008.0,0.18
8207,Dead or Alive Paradise,2010.0,0.17
8208,The Suffering: Ties That Bind,2005.0,0.17
8209,Disney Sing It: Family Hits,2010.0,0.17
8210,Ashes Cricket 2009,2009.0,0.17
8211,EyeToy: Kinetic,2005.0,0.17
8212,Petz: Horseshoe Ranch,2009.0,0.17
8213,Army Men: Sarge's Heroes 2,2001.0,0.17
8214,Stormrise,2009.0,0.17
8215,Yu-Gi-Oh! Zexal World Duel Carnival,2013.0,0.17
8216,Winning Eleven: Pro Evolution Soccer 2007,2006.0,0.17
8217,Green Lantern: Rise of the Manhunters,2011.0,0.17
8218,Monkey Island: Special Edition Collection,2011.0,0.17
8219,Broken Sword: Shadows of the Templars - The Director's Cut,2009.0,0.17
8220,The Wild Thornberrys: Animal Adventures,2000.0,0.17
8221,MotoGP 10/11,2011.0,0.17
8222,Jikkyou Powerful Pro Baseball 2016,2016.0,0.17
8223,SEGA Bass Fishing Duel,2002.0,0.17
8224,Teen Titans,,0.17
8225,Hyperdimension Neptunia U: Action Unleashed,2014.0,0.17
8226,Sports Illustrated for Kids: Baseball,2001.0,0.17
8227,Fairytale Fights,2009.0,0.17
8228,Mark Davis Pro Bass Challenge,2002.0,0.17
8229,Rugrats: Royal Ransom,2002.0,0.17
8230,Warriors of Might and Magic,2001.0,0.17
8231,Open Season,2006.0,0.17
8232,The Chronicles of Narnia: Prince Caspian,2008.0,0.17
8233,Back to the Future: The Game,2015.0,0.17
8234,Project Spark,2014.0,0.17
8235,Backyard Sports Football: Rookie Rush,2010.0,0.17
8236,Street Fighter: The Movie,1995.0,0.17
8237,Lost in Blue 3,2007.0,0.17
8238,World Championship Poker,2004.0,0.17
8239,Global Defence Force,2005.0,0.17
8240,Rapala Fishing Frenzy 2009,2008.0,0.17
8241,Major League Baseball 2K6,2006.0,0.17
8242,Major League Baseball 2K9,2009.0,0.17
8243,SaGa 2: Hihou Densetsu - Goddess of Destiny,2009.0,0.17
8244,Smash Court Tennis Pro Tournament,2002.0,0.17
8245,The Cursed Crusade,2011.0,0.17
8246,Super Robot Taisen L,2010.0,0.17
8247,The Grim Adventures of Billy & Mandy,2006.0,0.17
8248,NBA Inside Drive 2004,2003.0,0.17
8249,The King of Fighters '97,1998.0,0.17
8250,Dungeon Siege III,2011.0,0.17
8251,Cabela's Big Game Hunter: Hunting Party,2011.0,0.17
8252,Time Commando,1996.0,0.17
8253,Professional Fisherman's Tour: Northern Hemisphere,2007.0,0.17
8254,Iron Chef America: Supreme Cuisine,2008.0,0.17
8255,Kekkaishi: Karasumori Ayakashi Kidan,2007.0,0.17
8256,Gretzky NHL 2005,2004.0,0.17
8257,FaceBreaker,2008.0,0.17
8258,Squeeballs Party,2009.0,0.17
8259,NCAA Football 09 All-Play,2008.0,0.17
8260,Yakuza Zero: The Place of Oath,2015.0,0.17
8261,The Hobbit,2003.0,0.17
8262,The Secret World,2012.0,0.17
8263,NHL 2K9,2008.0,0.17
8264,X-Men: The Official Game,2006.0,0.17
8265,True Crime: New York City,2005.0,0.17
8266,Metal Arms: Glitch in the System,2003.0,0.17
8267,PlayStation Move Heroes,2011.0,0.17
8268,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012.0,0.17
8269,Ice Age: Dawn of the Dinosaurs,2009.0,0.17
8270,ESPN Final Round Golf 2002,2001.0,0.17
8271,MDK2 Armageddon,2001.0,0.17
8272,Exhibition Volume 02,2003.0,0.17
8273,Watchmen: The End is Nigh - The Complete Experience,2009.0,0.17
8274,Fight Night Round 2,2005.0,0.17
8275,Sudoku Gridmaster,2006.0,0.17
8276,Disney's Atlantis: The Lost Empire,2001.0,0.17
8277,Power Pro Kun Pocket,1999.0,0.17
8278,The King of Fighters '97,1998.0,0.17
8279,Tamagotchi no Narikiri Challenge,2010.0,0.17
8280,Goosebumps HorrorLand,2008.0,0.17
8281,One Piece: Unlimited World Red,2014.0,0.17
8282,Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999.0,0.17
8283,Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999.0,0.17
8284,Dementium: The Ward,2007.0,0.17
8285,Psi-Ops: The Mindgate Conspiracy,2004.0,0.17
8286,SWAT: Global Strike Team,2003.0,0.17
8287,Despicable Me: The Game,2010.0,0.17
8288,MX World Tour Featuring Jamie Little,2005.0,0.17
8289,Goblin Commander: Unleash the Horde,2003.0,0.17
8290,Hello Kitty: Happy Party Pals,2005.0,0.17
8291,Ringling Bros. and Barnum & Bailey: Circus Friends,2009.0,0.17
8292,Backyard NFL Football '09,2008.0,0.17
8293,World Destruction League: Thunder Tanks,2000.0,0.17
8294,Shin Megami Tensei IV: Final,2016.0,0.17
8295,Age of Empires III: Complete Collection,2009.0,0.17
8296,Finding Nemo: Escape to the Big Blue,2006.0,0.17
8297,Backyard Baseball '10,2009.0,0.17
8298,Resident Evil Director's Cut: Dual Shock Edition,1997.0,0.17
8299,The Lord of the Rings: Aragorn's Quest,2010.0,0.17
8300,Top Spin 2,2006.0,0.17
8301,N3 II: Ninety-Nine Nights,2010.0,0.17
8302,The King of Fighters '95,1996.0,0.17
8303,RoadKill,2003.0,0.17
8304,Hanjuku Eiyuu Tai 3D,2003.0,0.17
8305,.hack//G.U. Vol.3//Redemption,2007.0,0.17
8306,Chuck E. Cheese's Party Games,2010.0,0.17
8307,Super Robot Taisen Compact 2 Dai-1-Bu,2000.0,0.17
8308,Looney Tunes: Back in Action,2003.0,0.17
8309,Tak: The Great Juju Challenge,2005.0,0.17
8310,Macross Ultimate Frontier,2009.0,0.17
8311,Cabela's Legendary Adventures,2008.0,0.17
8312,Jillian Michaels Fitness Ultimatum 2011,2010.0,0.17
8313,Pursuit Force: Extreme Justice,2007.0,0.17
8314,Backbreaker,,0.17
8315,Hunter: The Reckoning Redeemer,2003.0,0.17
8316,The Rise of the Argonauts,2008.0,0.17
8317,NHL 07,2006.0,0.17
8318,Pro Evolution Soccer 2014,2013.0,0.17
8319,Tokyo Xtreme Racer,1999.0,0.17
8320,Fighter Maker,1998.0,0.17
8321,Bee Movie Game,2007.0,0.17
8322,Backyard NFL Football '10,2009.0,0.17
8323,Professor Heinz Wolff's Gravity,2008.0,0.17
8324,Thief: Deadly Shadows,2004.0,0.17
8325,Buzz! Brain of the UK,2009.0,0.17
8326,NBA 09: The Inside,2008.0,0.17
8327,Transformers: Prime,2012.0,0.17
8328,Batman Begins,2005.0,0.17
8329,Transformer: Rise of the Dark Spark,2014.0,0.17
8330,Glover,1999.0,0.17
8331,Dragon Ball GT: Game Boy Advance Video Volume 1,2004.0,0.17
8332,Luxor 3,2008.0,0.17
8333,Bratz Kidz,2008.0,0.17
8334,Fairytale Fights,2009.0,0.17
8335,James Cameron's Dark Angel,,0.17
8336,MotoGP 09/10,2010.0,0.17
8337,Mahjong Fight Club,2004.0,0.17
8338,World Driver Championship,1999.0,0.17
8339,Bomberman 64: The Second Attack!,1999.0,0.17
8340,Turok 3: Shadow of Oblivion,2000.0,0.17
8341,Spawn: Armageddon,2003.0,0.17
8342,Codename: Kids Next Door: Game Boy Advance Video Volume 1,2004.0,0.17
8343,Zoo Hospital,2008.0,0.17
8344,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,2004.0,0.17
8345,Time and Eternity,2012.0,0.17
8346,Major League Baseball 2K9,2009.0,0.17
8347,Gundam Assault Survive,2010.0,0.17
8348,Disney TH!NK Fast: The Ultimate Trivia Showdown,2008.0,0.17
8349,Fate/Stay Night [Réalta Nua],2007.0,0.17
8350,Disney's Home on the Range,2004.0,0.17
8351,Sid Meier's Civilization IV,2005.0,0.17
8352,Jikkyou Powerful Pro Yakyuu 2013,2013.0,0.17
8353,Space Griffon VF-9,1995.0,0.17
8354,Family Feud Decades,2010.0,0.17
8355,NBA Live 16,2015.0,0.17
8356,CSI: Fatal Conspiracy,2010.0,0.17
8357,Solitaire Overload Plus,2010.0,0.17
8358,.hack//G.U. Vol.1//Rebirth,2006.0,0.17
8359,Gyakuten Saiban 3,2004.0,0.17
8360,Tak: Mojo Mistake,2008.0,0.17
8361,Gallop Racer 2001,2001.0,0.17
8362,Nightmare Creatures II,2000.0,0.17
8363,Marble Saga: Kororinpa,2009.0,0.17
8364,Fuzion Frenzy 2,2007.0,0.17
8365,Catwoman,2004.0,0.17
8366,Monsters vs. Aliens,2009.0,0.17
8367,Country Dance: All Stars,2012.0,0.17
8368,Garfield: Lasagna World Tour,2007.0,0.17
8369,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,2004.0,0.17
8370,Disney's Planes,2013.0,0.17
8371,Bomberman Land,2007.0,0.17
8372,Bomberman B-Daman,1996.0,0.17
8373,Terminator 3: The Redemption,2004.0,0.17
8374,World Destruction League: Thunder Tanks,2000.0,0.17
8375,Beat Down: Fists of Vengeance,2005.0,0.17
8376,Reloaded,1996.0,0.17
8377,Sword of the Samurai,,0.17
8378,MotoGP 15,2015.0,0.17
8379,SSX On Tour,2005.0,0.17
8380,Hot Wheels: Beat That!,2007.0,0.17
8381,G-Force,2009.0,0.17
8382,James Bond 007: Everything or Nothing,2003.0,0.17
8383,Naruto Shippuden: Ultimate Ninja 5,2007.0,0.17
8384,Shrek Extra Large,2002.0,0.17
8385,Final Fantasy V,1998.0,0.17
8386,World Tour Soccer 2006,2004.0,0.17
8387,Gunvalkyrie,2002.0,0.17
8388,NickToons: Racing,2001.0,0.17
8389,VR Golf '97,1996.0,0.17
8390,Michael Jackson: The Experience 3D,2011.0,0.17
8391,State of Emergency,2003.0,0.17
8392,Digimon Story: Cyber Sleuth,2015.0,0.17
8393,Off-World Interceptor Extreme,1995.0,0.17
8394,Bakugan Battle Brawlers: Defenders of the Core,2010.0,0.17
8395,Disney Golf,2002.0,0.17
8396,The Naked Brothers Band: The Video Game,2008.0,0.17
8397,Custom Robo Arena,2006.0,0.17
8398,Clock Tower II: The Struggle Within,1998.0,0.17
8399,Batman Beyond: Return of the Joker,2000.0,0.17
8400,Surf's Up,2007.0,0.17
8401,Jikkyou Powerful Pro Baseball 2016,2016.0,0.17
8402,Mega Man Network Transmission,2003.0,0.17
8403,I'm A Celebrity: Get Me Out of Here!,2009.0,0.17
8404,Pursuit Force,2005.0,0.17
8405,Densetsu no Stafi 4,2006.0,0.17
8406,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),2008.0,0.17
8407,Naval Assault: The Killing Tide,2010.0,0.17
8408,Tokimeki Memorial: Private Collection,1996.0,0.17
8409,RC Revenge Pro,2000.0,0.17
8410,Valkyria Chronicles,2016.0,0.17
8411,Hellboy: The Science of Evil,2008.0,0.17
8412,Backyard Wrestling: Don't Try This at Home,2003.0,0.17
8413,Zoo Keeper,2004.0,0.17
8414,Gauntlet: Dark Legacy,2002.0,0.17
8415,Toukiden Kiwami,2015.0,0.17
8416,Far East of Eden II: Manji Maru,2003.0,0.17
8417,Lost Kingdoms,2002.0,0.17
8418,WRC 2: FIA World Rally Championship,2011.0,0.17
8419,Blood Bowl,2009.0,0.17
8420,Matchbox Cross Town Heroes,2002.0,0.17
8421,Wolfenstein 3D,2002.0,0.17
8422,Nobunaga no Yabou: Tenshoki,1996.0,0.17
8423,Learning to Spell,2010.0,0.17
8424,"Go, Diego, Go! Safari Rescue",2007.0,0.17
8425,Super Power League,1993.0,0.17
8426,Easy Piano,2009.0,0.17
8427,Street Fighter Alpha 2,1996.0,0.17
8428,Dragon Quest X,2014.0,0.17
8429,Payday 2,2015.0,0.17
8430,25 to Life,2006.0,0.17
8431,Sumikko Gurashi: Koko ga Ochitsukundesu,2014.0,0.17
8432,NASCAR '15,2015.0,0.17
8433,TransFormers Animated: The Game,2008.0,0.17
8434,Fracture,2008.0,0.17
8435,Sega Superstars,2004.0,0.17
8436,Midway Arcade Treasures,2003.0,0.17
8437,Leisure Suit Larry: Magna Cum Laude,2004.0,0.17
8438,Mousetrap / Operation / Simon,2005.0,0.17
8439,Klonoa,2008.0,0.17
8440,Splatterhouse,,0.17
8441,NBA 09: The Inside,2008.0,0.17
8442,Spyro: Shadow Legacy,2005.0,0.17
8443,Resident Evil,1997.0,0.17
8444,Wildstar,2014.0,0.17
8445,Dragon Ball: Fusions,2016.0,0.17
8446,Apache: Air Assault,2010.0,0.17
8447,TOEIC Test Training DS,2007.0,0.17
8448,Jikkyou Powerful Pro Yakyuu 2014,2014.0,0.17
8449,Senran Kagura: Estival Versus,2015.0,0.17
8450,Itoi Shigesato no Bass Tsuri No. 1,1997.0,0.17
8451,Cubivore: Survival of the Fittest,2002.0,0.17
8452,The Sims 3: Seasons,2012.0,0.17
8453,Anarchy Reigns,2012.0,0.17
8454,FlatOut,2004.0,0.17
8455,Project X Zone 2: Brave New World,2015.0,0.17
8456,NCAA Basketball 09,2008.0,0.17
8457,Bakugan Battle Brawlers: Defenders of the Core,2010.0,0.17
8458,Mr. Do!'s Castle,1983.0,0.17
8459,Death Trap,1982.0,0.17
8460,Armor Ambush,1981.0,0.17
8461,Parodius,1995.0,0.17
8462,Thrillville: Off the Rails,2007.0,0.16
8463,Hyperdimension Neptunia Victory,2012.0,0.16
8464,Taz Wanted,2002.0,0.16
8465,Mobile Suit Gundam: Extreme VS Force,2015.0,0.16
8466,Sid Meier's Pirates!,2010.0,0.16
8467,MLB 16: The Show,2016.0,0.16
8468,Phantasy Star Online 2,2013.0,0.16
8469,Vehicular Combat League presents Motor Mayhem,2001.0,0.16
8470,PoPoLoCrois: Hajimari no Bouken,2002.0,0.16
8471,Star Wars: Super Bombad Racing,2001.0,0.16
8472,Hamster Heroes,2008.0,0.16
8473,Hot Wheels Velocity X,2002.0,0.16
8474,Ar Nosurge: Ode to an Unborn Star,2014.0,0.16
8475,Chaotic: Shadow Warriors,2009.0,0.16
8476,Leisure Suit Larry: Box Office Bust,2009.0,0.16
8477,Alien Resurrection,2000.0,0.16
8478,World Tour Soccer 2005,2004.0,0.16
8479,Dungeon Siege: Throne of Agony,2006.0,0.16
8480,Spider-Man: Web of Shadows - Amazing Allies Edition,2008.0,0.16
8481,F1 2011,2011.0,0.16
8482,Rio,2011.0,0.16
8483,Gunslingers,2010.0,0.16
8484,Create,2010.0,0.16
8485,Lufia: Curse of the Sinistrals,2010.0,0.16
8486,El Shaddai: Ascension of the Metatron,2011.0,0.16
8487,ESPN College Hoops,2003.0,0.16
8488,Thor: God of Thunder,2011.0,0.16
8489,F1 Championship Season 2000,2000.0,0.16
8490,Guilty Gear Judgment,2006.0,0.16
8491,Pen 1 Grand Prix: Penguin no Mondai Special,2009.0,0.16
8492,Clash of the Titans,2010.0,0.16
8493,Around the World in 80 Days,2010.0,0.16
8494,Robotech: Battlecry,2002.0,0.16
8495,True Swing Golf,2005.0,0.16
8496,Zapper: One Wicked Cricket!,2002.0,0.16
8497,Bomberman Land,2000.0,0.16
8498,Paws & Claws: Pet Resort,2006.0,0.16
8499,Kya: Dark Lineage,2003.0,0.16
8500,Dynasty Warriors 8: Xtreme Legends,2013.0,0.16
8501,Curious George,2006.0,0.16
8502,Monster Jam,2007.0,0.16
8503,Medieval Games,2009.0,0.16
8504,Stronghold 3,2011.0,0.16
8505,The Amazing Spider-Man (Console Version),2012.0,0.16
8506,Kid Adventures: Sky Captain,2010.0,0.16
8507,Lethal Skies II,2003.0,0.16
8508,Doctor Lautrec and the Forgotten Knights,2011.0,0.16
8509,Disney's American Dragon Jake Long: Attack of the Dark Dragon,2006.0,0.16
8510,Godzilla Unleashed,2007.0,0.16
8511,Kamaitachi no Yoru × 3,2006.0,0.16
8512,Tom and Jerry: Infurnal Escape,2003.0,0.16
8513,The Legend of Heroes VII: The Trail of Zero,2010.0,0.16
8514,Warriors Orochi 3,2011.0,0.16
8515,King's Field,1995.0,0.16
8516,Hannah Montana: Rock Out the Show,2009.0,0.16
8517,Let's Ride: Sunshine Stables,2005.0,0.16
8518,World Stadium 4,2000.0,0.16
8519,Midway Arcade Treasures 2,2004.0,0.16
8520,Hot Wheels World Race,2003.0,0.16
8521,San Goku Shi Taisen DS,2007.0,0.16
8522,Kawa no Nushi Tsuri,1998.0,0.16
8523,N2O: Nitrous Oxide,1998.0,0.16
8524,Magic: The Gathering - Battlegrounds,2003.0,0.16
8525,Heroes over Europe,2009.0,0.16
8526,Dancing With The Stars,2007.0,0.16
8527,Major League Baseball 2K12,2012.0,0.16
8528,Pro Evolution Soccer 2015,2014.0,0.16
8529,Bladestorm: Nightmare,2015.0,0.16
8530,Otogirisou,1992.0,0.16
8531,SD Gundam G Generation 3D,2011.0,0.16
8532,Crash Tag Team Racing,2005.0,0.16
8533,Grease Dance,2011.0,0.16
8534,Ready 2 Rumble Revolution,2009.0,0.16
8535,My Baby 3 & Friends,2010.0,0.16
8536,NASCAR '14,2014.0,0.16
8537,TimeSplitters: Future Perfect,2005.0,0.16
8538,Midway Arcade Treasures 3,2005.0,0.16
8539,Dr. Muto,2002.0,0.16
8540,Beowulf: The Game,2007.0,0.16
